grid_x,grid_y,predicted_sinr
8,16,27.78935262381969
9,16,28.34308101362157
10,16,29.107446871446207
11,16,29.76696488439831
12,16,30.088244960604264
13,16,30.154327196982685
14,16,30.136624533674254
15,16,29.998476392818905
16,16,29.639889503586293
17,16,29.180934260144134
18,16,28.871938859249106
19,16,28.78693435648972
20,16,28.737259840553627
21,16,28.464721771168946
22,16,27.89374118214976
23,16,27.23933869698139
24,16,26.869319118504666
25,16,26.97294502853847
26,16,27.2410014859698
27,16,26.88308257811544
28,16,25.28205566306259
29,16,22.909004185186653
30,16,21.267108628133094
31,16,21.48764155540627
32,16,23.220404252469432
33,16,25.20742667759746
34,16,26.563125236729434
35,16,27.201784586288973
36,16,27.420192889182925
37,16,27.475670772624206
38,16,27.48626700808775
39,16,27.487799867092452
0,17,27.487983223010524
1,17,27.48797883328987
2,17,27.48795028147367
3,17,27.487858169069487
4,17,27.488120558368028
5,17,27.49317493102251
6,17,27.524580565116995
7,17,27.644224159635836
8,17,27.95211022108957
9,17,28.495328985429794
10,17,29.130339800143656
11,17,29.557449405266485
12,17,29.602181284324356
13,17,29.392711193025804
14,17,29.154133341407523
15,17,28.94313316562138
16,17,28.71675304444636
17,17,28.544483293528483
18,17,28.58741156188788
19,17,28.879839995692386
20,17,29.207892490390655
21,17,29.246815536680952
22,17,28.85543961730462
23,17,28.237540815643555
24,17,27.79042128132166
25,17,27.766406633807364
26,17,27.963395012764618
27,17,27.682847181996618
28,17,26.285444593237067
29,17,24.094869862369812
30,17,22.451414472919094
31,17,22.444263594486166
32,17,23.8331386625908
33,17,25.515117799611946
34,17,26.68337765778616
35,17,27.238189354304396
36,17,27.428704537254948
37,17,27.477204898111523
38,17,27.486479927208602
39,17,27.487822606723235
0,18,27.48798369006444
1,18,27.487984349924837
2,18,27.487999639125555
3,18,27.48819089339674
4,18,27.489795179730777
5,18,27.49936469477294
6,18,27.54081787402332
7,18,27.671847626248493
8,18,27.971798720335784
9,18,28.45667483139053
10,18,28.97338828205322
11,18,29.25161970987529
12,18,29.14944221702208
13,18,28.80007161965979
14,18,28.445683661363798
15,18,28.20523474392887
16,18,28.08505128577461
17,18,28.132683573079937
18,18,28.45703389614736
19,18,29.060706991376858
20,18,29.684366087551453
21,18,29.916659085876127
22,18,29.556602592097576
23,18,28.836889634535815
24,18,28.23144366649603
25,18,28.062764403886497
26,18,28.221453672027526
27,18,28.149423862533034
28,18,27.275766254573664
29,18,25.732649826714063
30,18,24.45634591057019
31,18,24.278303086221943
32,18,25.10062072674
33,18,26.18160516186894
34,18,26.95117354187648
35,18,27.32061462648758
36,18,27.44816692133312
37,18,27.480733345321344
38,18,27.48697133559101
39,18,27.48787519660408
0,19,27.48798385193724
1,19,27.48798625486403
2,19,27.488016648910516
3,19,27.488305528233834
4,19,27.49037321052418
5,19,27.501512024320167
6,19,27.54651470364768
7,19,27.681817885527973
